des(0,80596,49488)    
(38494,"<<{OBU}0 !EBcmd{p1=1}>> ",38495)
(38495,"<<{OBU}0 !DMIcmd{p1=80}>> ",24907)
(38390,"<<{OBU}0 ?ESpeed{p1=139}{OBU}0>> ",38496)
(38496,"<<{OBU}0 !EBcmd{p1=1}>> ",38497)
(38497,"<<{OBU}0 !DMIcmd{p1=80}>> ",24910)
(38390,"<<{OBU}0 ?ESpeed{p1=138}{OBU}0>> ",38498)
(38498,"<<{OBU}0 !EBcmd{p1=1}>> ",38499)
(38499,"<<{OBU}0 !DMIcmd{p1=80}>> ",24913)
(38390,"<<{OBU}0 ?ESpeed{p1=137}{OBU}0>> ",38500)
(38500,"<<{OBU}0 !EBcmd{p1=1}>> ",38501)
(38501,"<<{OBU}0 !DMIcmd{p1=80}>> ",24916)
(38390,"<<{OBU}0 ?ESpeed{p1=136}{OBU}0>> ",38502)
(38502,"<<{OBU}0 !EBcmd{p1=1}>> ",38503)
(38503,"<<{OBU}0 !DMIcmd{p1=80}>> ",24919)
(38390,"<<{OBU}0 ?ESpeed{p1=135}{OBU}0>> ",38504)
(38504,"<<{OBU}0 !EBcmd{p1=1}>> ",38505)
(38505,"<<{OBU}0 !DMIcmd{p1=80}>> ",24922)
(38390,"<<{OBU}0 ?ESpeed{p1=134}{OBU}0>> ",38506)
(38506,"<<{OBU}0 !EBcmd{p1=1}>> ",38507)
(38507,"<<{OBU}0 !DMIcmd{p1=80}>> ",24925)
(38390,"<<{OBU}0 ?ESpeed{p1=133}{OBU}0>> ",38508)
(38508,"<<{OBU}0 !EBcmd{p1=1}>> ",38509)
(38509,"<<{OBU}0 !DMIcmd{p1=80}>> ",24928)
(38390,"<<{OBU}0 ?ESpeed{p1=132}{OBU}0>> ",38510)
(38510,"<<{OBU}0 !EBcmd{p1=1}>> ",38511)
(38511,"<<{OBU}0 !DMIcmd{p1=80}>> ",24931)
(38390,"<<{OBU}0 ?ESpeed{p1=131}{OBU}0>> ",38512)
(38512,"<<{OBU}0 !EBcmd{p1=1}>> ",38513)
(38513,"<<{OBU}0 !DMIcmd{p1=80}>> ",24934)
(38390,"<<{OBU}0 ?ESpeed{p1=130}{OBU}0>> ",38514)
(38514,"<<{OBU}0 !EBcmd{p1=1}>> ",38515)
(38515,"<<{OBU}0 !DMIcmd{p1=80}>> ",24937)
(38390,"<<{OBU}0 ?ESpeed{p1=129}{OBU}0>> ",38516)
(38516,"<<{OBU}0 !EBcmd{p1=1}>> ",38517)
(38517,"<<{OBU}0 !DMIcmd{p1=80}>> ",24940)
(38390,"<<{OBU}0 ?ESpeed{p1=128}{OBU}0>> ",38518)
(38518,"<<{OBU}0 !EBcmd{p1=1}>> ",38519)
(38519,"<<{OBU}0 !DMIcmd{p1=80}>> ",24943)
(38390,"<<{OBU}0 ?ESpeed{p1=127}{OBU}0>> ",38520)
(38520,"<<{OBU}0 !EBcmd{p1=1}>> ",38521)
(38521,"<<{OBU}0 !DMIcmd{p1=80}>> ",24946)
(38390,"<<{OBU}0 ?ESpeed{p1=126}{OBU}0>> ",38522)
(38522,"<<{OBU}0 !EBcmd{p1=1}>> ",38523)
(38523,"<<{OBU}0 !DMIcmd{p1=80}>> ",24949)
(38390,"<<{OBU}0 ?ESpeed{p1=125}{OBU}0>> ",38524)
(38524,"<<{OBU}0 !EBcmd{p1=1}>> ",38525)
(38525,"<<{OBU}0 !DMIcmd{p1=80}>> ",24952)
(38390,"<<{OBU}0 ?ESpeed{p1=124}{OBU}0>> ",38526)
(38526,"<<{OBU}0 !EBcmd{p1=1}>> ",38527)
(38527,"<<{OBU}0 !DMIcmd{p1=80}>> ",24955)
(38390,"<<{OBU}0 ?ESpeed{p1=123}{OBU}0>> ",38528)
(38528,"<<{OBU}0 !EBcmd{p1=1}>> ",38529)
(38529,"<<{OBU}0 !DMIcmd{p1=80}>> ",24958)
(38390,"<<{OBU}0 ?ESpeed{p1=122}{OBU}0>> ",38530)
(38530,"<<{OBU}0 !EBcmd{p1=1}>> ",38531)
(38531,"<<{OBU}0 !DMIcmd{p1=80}>> ",24961)
(38390,"<<{OBU}0 ?ESpeed{p1=121}{OBU}0>> ",38532)
(38532,"<<{OBU}0 !EBcmd{p1=1}>> ",38533)
(38533,"<<{OBU}0 !DMIcmd{p1=80}>> ",24964)
(38390,"<<{OBU}0 ?ESpeed{p1=120}{OBU}0>> ",38534)
(38534,"<<{OBU}0 !EBcmd{p1=1}>> ",38535)
(38535,"<<{OBU}0 !DMIcmd{p1=80}>> ",24967)
(38390,"<<{OBU}0 ?ESpeed{p1=119}{OBU}0>> ",38536)
(38536,"<<{OBU}0 !EBcmd{p1=1}>> ",38537)
(38537,"<<{OBU}0 !DMIcmd{p1=80}>> ",24970)
(38390,"<<{OBU}0 ?ESpeed{p1=118}{OBU}0>> ",38538)
(38538,"<<{OBU}0 !EBcmd{p1=1}>> ",38539)
(38539,"<<{OBU}0 !DMIcmd{p1=80}>> ",24973)
(38390,"<<{OBU}0 ?ESpeed{p1=117}{OBU}0>> ",38540)
(38540,"<<{OBU}0 !EBcmd{p1=1}>> ",38541)
(38541,"<<{OBU}0 !DMIcmd{p1=80}>> ",24976)
(38390,"<<{OBU}0 ?ESpeed{p1=116}{OBU}0>> ",38542)
(38542,"<<{OBU}0 !EBcmd{p1=1}>> ",38543)
(38543,"<<{OBU}0 !DMIcmd{p1=80}>> ",24979)
(38390,"<<{OBU}0 ?ESpeed{p1=115}{OBU}0>> ",38544)
(38544,"<<{OBU}0 !EBcmd{p1=1}>> ",38545)
(38545,"<<{OBU}0 !DMIcmd{p1=80}>> ",24982)
(38390,"<<{OBU}0 ?ESpeed{p1=114}{OBU}0>> ",38546)
(38546,"<<{OBU}0 !EBcmd{p1=1}>> ",38547)
(38547,"<<{OBU}0 !DMIcmd{p1=80}>> ",24985)
(38390,"<<{OBU}0 ?ESpeed{p1=113}{OBU}0>> ",38548)
(38548,"<<{OBU}0 !EBcmd{p1=1}>> ",38549)
(38549,"<<{OBU}0 !DMIcmd{p1=80}>> ",24988)
(38390,"<<{OBU}0 ?ESpeed{p1=112}{OBU}0>> ",38550)
(38550,"<<{OBU}0 !EBcmd{p1=1}>> ",38551)
(38551,"<<{OBU}0 !DMIcmd{p1=80}>> ",24991)
(38390,"<<{OBU}0 ?ESpeed{p1=111}{OBU}0>> ",38552)
(38552,"<<{OBU}0 !EBcmd{p1=1}>> ",38553)
(38553,"<<{OBU}0 !DMIcmd{p1=80}>> ",24994)
(38390,"<<{OBU}0 ?ESpeed{p1=110}{OBU}0>> ",38554)
(38554,"<<{OBU}0 !EBcmd{p1=1}>> ",38555)
(38555,"<<{OBU}0 !DMIcmd{p1=80}>> ",24997)
(38390,"<<{OBU}0 ?ESpeed{p1=109}{OBU}0>> ",38556)
(38556,"<<{OBU}0 !EBcmd{p1=1}>> ",38557)
(38557,"<<{OBU}0 !DMIcmd{p1=80}>> ",25000)
(38390,"<<{OBU}0 ?ESpeed{p1=108}{OBU}0>> ",38558)
(38558,"<<{OBU}0 !EBcmd{p1=1}>> ",38559)
(38559,"<<{OBU}0 !DMIcmd{p1=80}>> ",25003)
(38390,"<<{OBU}0 ?ESpeed{p1=107}{OBU}0>> ",38560)
(38560,"<<{OBU}0 !EBcmd{p1=1}>> ",38561)
(38561,"<<{OBU}0 !DMIcmd{p1=80}>> ",25006)
(38390,"<<{OBU}0 ?ESpeed{p1=106}{OBU}0>> ",38562)
(38562,"<<{OBU}0 !EBcmd{p1=1}>> ",38563)
(38563,"<<{OBU}0 !DMIcmd{p1=80}>> ",25009)
(38390,"<<{OBU}0 ?ESpeed{p1=105}{OBU}0>> ",38564)
(38564,"<<{OBU}0 !EBcmd{p1=1}>> ",38565)
(38565,"<<{OBU}0 !DMIcmd{p1=80}>> ",25012)
(38390,"<<{OBU}0 ?ESpeed{p1=104}{OBU}0>> ",38566)
(38566,"<<{OBU}0 !EBcmd{p1=1}>> ",38567)
(38567,"<<{OBU}0 !DMIcmd{p1=80}>> ",25015)
(38390,"<<{OBU}0 ?ESpeed{p1=103}{OBU}0>> ",38568)
(38568,"<<{OBU}0 !EBcmd{p1=1}>> ",38569)
(38569,"<<{OBU}0 !DMIcmd{p1=80}>> ",25018)
(38390,"<<{OBU}0 ?ESpeed{p1=102}{OBU}0>> ",38570)
(38570,"<<{OBU}0 !EBcmd{p1=1}>> ",38571)
(38571,"<<{OBU}0 !DMIcmd{p1=80}>> ",25021)
(38390,"<<{OBU}0 ?ESpeed{p1=101}{OBU}0>> ",38572)
(38572,"<<{OBU}0 !EBcmd{p1=1}>> ",38573)
(38573,"<<{OBU}0 !DMIcmd{p1=80}>> ",25024)
(38390,"<<{OBU}0 ?ESpeed{p1=100}{OBU}0>> ",38574)
(38574,"<<{OBU}0 !EBcmd{p1=1}>> ",38575)
(38575,"<<{OBU}0 !DMIcmd{p1=80}>> ",25027)
(38390,"<<{OBU}0 ?ESpeed{p1=99}{OBU}0>> ",38576)
(38576,"<<{OBU}0 !EBcmd{p1=1}>> ",38577)
(38577,"<<{OBU}0 !DMIcmd{p1=80}>> ",25030)
(38390,"<<{OBU}0 ?ESpeed{p1=98}{OBU}0>> ",38578)
(38578,"<<{OBU}0 !EBcmd{p1=1}>> ",38579)
(38579,"<<{OBU}0 !DMIcmd{p1=80}>> ",25033)
(38390,"<<{OBU}0 ?ESpeed{p1=97}{OBU}0>> ",38580)
(38580,"<<{OBU}0 !EBcmd{p1=1}>> ",38581)
(38581,"<<{OBU}0 !DMIcmd{p1=80}>> ",25036)
(38390,"<<{OBU}0 ?ESpeed{p1=96}{OBU}0>> ",38582)
(38582,"<<{OBU}0 !EBcmd{p1=1}>> ",38583)
(38583,"<<{OBU}0 !DMIcmd{p1=80}>> ",25039)
(38390,"<<{OBU}0 ?ESpeed{p1=95}{OBU}0>> ",38584)
(38584,"<<{OBU}0 !EBcmd{p1=1}>> ",38585)
(38585,"<<{OBU}0 !DMIcmd{p1=80}>> ",25042)
(38390,"<<{OBU}0 ?ESpeed{p1=94}{OBU}0>> ",38586)
(38586,"<<{OBU}0 !EBcmd{p1=1}>> ",38587)
(38587,"<<{OBU}0 !DMIcmd{p1=80}>> ",25045)
(38390,"<<{OBU}0 ?ESpeed{p1=93}{OBU}0>> ",38588)
(38588,"<<{OBU}0 !EBcmd{p1=1}>> ",38589)
(38589,"<<{OBU}0 !DMIcmd{p1=80}>> ",25048)
(38390,"<<{OBU}0 ?ESpeed{p1=92}{OBU}0>> ",38590)
(38590,"<<{OBU}0 !EBcmd{p1=1}>> ",38591)
(38591,"<<{OBU}0 !DMIcmd{p1=80}>> ",25051)
(38390,"<<{OBU}0 ?ESpeed{p1=91}{OBU}0>> ",38592)
(38592,"<<{OBU}0 !EBcmd{p1=1}>> ",38593)
(38593,"<<{OBU}0 !DMIcmd{p1=80}>> ",25054)
(38390,"<<{OBU}0 ?ESpeed{p1=90}{OBU}0>> ",38594)
(38594,"<<{OBU}0 !EBcmd{p1=1}>> ",38595)
(38595,"<<{OBU}0 !DMIcmd{p1=80}>> ",25057)
(38390,"<<{OBU}0 ?ESpeed{p1=89}{OBU}0>> ",38596)
(38596,"<<{OBU}0 !EBcmd{p1=1}>> ",38597)
(38597,"<<{OBU}0 !DMIcmd{p1=80}>> ",25060)
(38390,"<<{OBU}0 ?ESpeed{p1=88}{OBU}0>> ",38598)
(38598,"<<{OBU}0 !EBcmd{p1=1}>> ",38599)
(38599,"<<{OBU}0 !DMIcmd{p1=80}>> ",25063)
(38390,"<<{OBU}0 ?ESpeed{p1=87}{OBU}0>> ",38600)
(38600,"<<{OBU}0 !EBcmd{p1=1}>> ",38601)
(38601,"<<{OBU}0 !DMIcmd{p1=80}>> ",25066)
(38390,"<<{OBU}0 ?ESpeed{p1=86}{OBU}0>> ",38602)
(38602,"<<{OBU}0 !EBcmd{p1=1}>> ",38603)
(38603,"<<{OBU}0 !DMIcmd{p1=80}>> ",25069)
(38390,"<<{OBU}0 ?ESpeed{p1=85}{OBU}0>> ",38604)
(38604,"<<{OBU}0 !EBcmd{p1=1}>> ",38605)
(38605,"<<{OBU}0 !DMIcmd{p1=80}>> ",25072)
(38390,"<<{OBU}0 ?ESpeed{p1=84}{OBU}0>> ",38606)
(38606,"<<{OBU}0 !EBcmd{p1=1}>> ",38607)
(38607,"<<{OBU}0 !DMIcmd{p1=80}>> ",25075)
(38390,"<<{OBU}0 ?ESpeed{p1=83}{OBU}0>> ",38608)
(38608,"<<{OBU}0 !EBcmd{p1=1}>> ",38609)
(38609,"<<{OBU}0 !DMIcmd{p1=80}>> ",25078)
(38390,"<<{OBU}0 ?ESpeed{p1=82}{OBU}0>> ",38610)
(38610,"<<{OBU}0 !EBcmd{p1=1}>> ",38611)
(38611,"<<{OBU}0 !DMIcmd{p1=80}>> ",25081)
(38390,"<<{OBU}0 ?ESpeed{p1=81}{OBU}0>> ",38612)
(38612,"<<{OBU}0 !EBcmd{p1=1}>> ",38613)
(38613,"<<{OBU}0 !DMIcmd{p1=80}>> ",25084)
(38390,"<<{OBU}0 ?ESpeed{p1=80}{OBU}0>> ",38614)
(38614,"<<{OBU}0 !DMIcmd{p1=80}>> ",25087)
(38390,"<<{OBU}0 ?ESpeed{p1=79}{OBU}0>> ",38615)
(38615,"<<{OBU}0 !DMIcmd{p1=80}>> ",25312)
(38390,"<<{OBU}0 ?ESpeed{p1=78}{OBU}0>> ",38616)
(38616,"<<{OBU}0 !DMIcmd{p1=80}>> ",25538)
(38390,"<<{OBU}0 ?ESpeed{p1=77}{OBU}0>> ",38617)
(38617,"<<{OBU}0 !DMIcmd{p1=80}>> ",25765)
(38390,"<<{OBU}0 ?ESpeed{p1=76}{OBU}0>> ",38618)
(38618,"<<{OBU}0 !DMIcmd{p1=80}>> ",25993)
(38390,"<<{OBU}0 ?ESpeed{p1=75}{OBU}0>> ",38619)
(38619,"<<{OBU}0 !DMIcmd{p1=80}>> ",26222)
(38390,"<<{OBU}0 ?ESpeed{p1=74}{OBU}0>> ",38620)
(38620,"<<{OBU}0 !DMIcmd{p1=80}>> ",26452)
(38390,"<<{OBU}0 ?ESpeed{p1=73}{OBU}0>> ",38621)
(38621,"<<{OBU}0 !DMIcmd{p1=80}>> ",26683)
(38390,"<<{OBU}0 ?ESpeed{p1=72}{OBU}0>> ",38622)
(38622,"<<{OBU}0 !DMIcmd{p1=80}>> ",26915)
(38390,"<<{OBU}0 ?ESpeed{p1=71}{OBU}0>> ",38623)
(38623,"<<{OBU}0 !DMIcmd{p1=80}>> ",27148)
(38390,"<<{OBU}0 ?ESpeed{p1=70}{OBU}0>> ",38624)
(38624,"<<{OBU}0 !DMIcmd{p1=80}>> ",27382)
(38390,"<<{OBU}0 ?ESpeed{p1=69}{OBU}0>> ",38625)
(38625,"<<{OBU}0 !DMIcmd{p1=80}>> ",27617)
(38390,"<<{OBU}0 ?ESpeed{p1=68}{OBU}0>> ",38626)
(38626,"<<{OBU}0 !DMIcmd{p1=80}>> ",27853)
(38390,"<<{OBU}0 ?ESpeed{p1=67}{OBU}0>> ",38627)
(38627,"<<{OBU}0 !DMIcmd{p1=80}>> ",28090)
(38390,"<<{OBU}0 ?ESpeed{p1=66}{OBU}0>> ",38628)
(38628,"<<{OBU}0 !DMIcmd{p1=80}>> ",28328)
(38390,"<<{OBU}0 ?ESpeed{p1=65}{OBU}0>> ",38629)
(38629,"<<{OBU}0 !DMIcmd{p1=80}>> ",28567)
(38390,"<<{OBU}0 ?ESpeed{p1=64}{OBU}0>> ",38630)
(38630,"<<{OBU}0 !DMIcmd{p1=80}>> ",28807)
(38390,"<<{OBU}0 ?ESpeed{p1=63}{OBU}0>> ",38631)
(38631,"<<{OBU}0 !DMIcmd{p1=80}>> ",29048)
(38390,"<<{OBU}0 ?ESpeed{p1=62}{OBU}0>> ",38632)
(38632,"<<{OBU}0 !DMIcmd{p1=80}>> ",29290)
(38390,"<<{OBU}0 ?ESpeed{p1=61}{OBU}0>> ",38633)
(38633,"<<{OBU}0 !DMIcmd{p1=80}>> ",29533)
(38390,"<<{OBU}0 ?ESpeed{p1=60}{OBU}0>> ",38634)
(38634,"<<{OBU}0 !DMIcmd{p1=80}>> ",29777)
(38390,"<<{OBU}0 ?ESpeed{p1=59}{OBU}0>> ",38635)
(38635,"<<{OBU}0 !DMIcmd{p1=80}>> ",30022)
(38390,"<<{OBU}0 ?ESpeed{p1=58}{OBU}0>> ",38636)
(38636,"<<{OBU}0 !DMIcmd{p1=80}>> ",30268)
(38390,"<<{OBU}0 ?ESpeed{p1=57}{OBU}0>> ",38637)
(38637,"<<{OBU}0 !DMIcmd{p1=80}>> ",30515)
(38390,"<<{OBU}0 ?ESpeed{p1=56}{OBU}0>> ",38638)
(38638,"<<{OBU}0 !DMIcmd{p1=80}>> ",30763)
(38390,"<<{OBU}0 ?ESpeed{p1=55}{OBU}0>> ",38639)
(38639,"<<{OBU}0 !DMIcmd{p1=80}>> ",31012)
(38390,"<<{OBU}0 ?ESpeed{p1=54}{OBU}0>> ",38640)
(38640,"<<{OBU}0 !DMIcmd{p1=80}>> ",31262)
(38390,"<<{OBU}0 ?ESpeed{p1=53}{OBU}0>> ",38641)
(38641,"<<{OBU}0 !DMIcmd{p1=80}>> ",31513)
(38390,"<<{OBU}0 ?ESpeed{p1=52}{OBU}0>> ",38642)
(38642,"<<{OBU}0 !DMIcmd{p1=80}>> ",31765)
(38390,"<<{OBU}0 ?ESpeed{p1=51}{OBU}0>> ",38643)
(38643,"<<{OBU}0 !DMIcmd{p1=80}>> ",32018)
(38390,"<<{OBU}0 ?ESpeed{p1=50}{OBU}0>> ",38644)
(38644,"<<{OBU}0 !DMIcmd{p1=80}>> ",32272)
(38390,"<<{OBU}0 ?ESpeed{p1=49}{OBU}0>> ",38645)
(38645,"<<{OBU}0 !DMIcmd{p1=80}>> ",32527)
(38390,"<<{OBU}0 ?ESpeed{p1=48}{OBU}0>> ",38646)
(38646,"<<{OBU}0 !DMIcmd{p1=80}>> ",32783)
(38390,"<<{OBU}0 ?ESpeed{p1=47}{OBU}0>> ",38647)
(38647,"<<{OBU}0 !DMIcmd{p1=80}>> ",33040)
(38390,"<<{OBU}0 ?ESpeed{p1=46}{OBU}0>> ",38648)
(38648,"<<{OBU}0 !DMIcmd{p1=80}>> ",33298)
(38390,"<<{OBU}0 ?ESpeed{p1=45}{OBU}0>> ",38649)
(38649,"<<{OBU}0 !DMIcmd{p1=80}>> ",33557)
(38390,"<<{OBU}0 ?ESpeed{p1=44}{OBU}0>> ",38650)
(38650,"<<{OBU}0 !DMIcmd{p1=80}>> ",33817)
(38390,"<<{OBU}0 ?ESpeed{p1=43}{OBU}0>> ",38651)
(38651,"<<{OBU}0 !DMIcmd{p1=80}>> ",34078)
(38390,"<<{OBU}0 ?ESpeed{p1=42}{OBU}0>> ",38652)
(38652,"<<{OBU}0 !DMIcmd{p1=80}>> ",34340)
(38390,"<<{OBU}0 ?ESpeed{p1=41}{OBU}0>> ",38653)
(38653,"<<{OBU}0 !DMIcmd{p1=80}>> ",34603)
(38390,"<<{OBU}0 ?ESpeed{p1=40}{OBU}0>> ",38654)
(38654,"<<{OBU}0 !DMIcmd{p1=80}>> ",34867)
(38390,"<<{OBU}0 ?ESpeed{p1=39}{OBU}0>> ",38655)
(38655,"<<{OBU}0 !DMIcmd{p1=80}>> ",35132)
(38390,"<<{OBU}0 ?ESpeed{p1=38}{OBU}0>> ",38656)
(38656,"<<{OBU}0 !DMIcmd{p1=80}>> ",35398)
(38390,"<<{OBU}0 ?ESpeed{p1=37}{OBU}0>> ",38657)
(38657,"<<{OBU}0 !DMIcmd{p1=80}>> ",35665)
(38390,"<<{OBU}0 ?ESpeed{p1=36}{OBU}0>> ",38658)
(38658,"<<{OBU}0 !DMIcmd{p1=80}>> ",35933)
(38390,"<<{OBU}0 ?ESpeed{p1=35}{OBU}0>> ",38659)
(38659,"<<{OBU}0 !DMIcmd{p1=80}>> ",36202)
(38390,"<<{OBU}0 ?ESpeed{p1=34}{OBU}0>> ",38660)
(38660,"<<{OBU}0 !DMIcmd{p1=80}>> ",36472)
(38390,"<<{OBU}0 ?ESpeed{p1=33}{OBU}0>> ",38661)
(38661,"<<{OBU}0 !DMIcmd{p1=80}>> ",36743)
(38390,"<<{OBU}0 ?ESpeed{p1=32}{OBU}0>> ",38662)
(38662,"<<{OBU}0 !DMIcmd{p1=80}>> ",37015)
(38390,"<<{OBU}0 ?ESpeed{p1=31}{OBU}0>> ",38663)
(38663,"<<{OBU}0 !DMIcmd{p1=80}>> ",37288)
(38390,"<<{OBU}0 ?ESpeed{p1=30}{OBU}0>> ",38664)
(38664,"<<{OBU}0 !DMIcmd{p1=80}>> ",37562)
(38390,"<<{OBU}0 ?ESpeed{p1=29}{OBU}0>> ",38665)
(38665,"<<{OBU}0 !DMIcmd{p1=80}>> ",37837)
(38390,"<<{OBU}0 ?ESpeed{p1=28}{OBU}0>> ",38666)
(38666,"<<{OBU}0 !DMIcmd{p1=80}>> ",38113)
(38390,"<<{OBU}0 ?ESpeed{p1=27}{OBU}0>> ",38667)
(38667,"<<{OBU}0 !DMIcmd{p1=80}>> ",38390)
(38390,"<<{OBU}0 ?ESpeed{p1=26}{OBU}0>> ",38669)
(38669,"<<{OBU}0 !DMIcmd{p1=80}>> ",38668)
(38668,"<<{OBU}0 ?ESpeed{p1=191}{OBU}0>> ",38670)
(38670,"<<{OBU}0 !EBcmd{p1=1}>> ",38671)
(38671,"<<{OBU}0 !DMIcmd{p1=80}>> ",24754)
(38668,"<<{OBU}0 ?ESpeed{p1=190}{OBU}0>> ",38672)
(38672,"<<{OBU}0 !EBcmd{p1=1}>> ",38673)
(38673,"<<{OBU}0 !DMIcmd{p1=80}>> ",24757)
(38668,"<<{OBU}0 ?ESpeed{p1=189}{OBU}0>> ",38674)
(38674,"<<{OBU}0 !EBcmd{p1=1}>> ",38675)
(38675,"<<{OBU}0 !DMIcmd{p1=80}>> ",24760)
(38668,"<<{OBU}0 ?ESpeed{p1=188}{OBU}0>> ",38676)
(38676,"<<{OBU}0 !EBcmd{p1=1}>> ",38677)
(38677,"<<{OBU}0 !DMIcmd{p1=80}>> ",24763)
(38668,"<<{OBU}0 ?ESpeed{p1=187}{OBU}0>> ",38678)
(38678,"<<{OBU}0 !EBcmd{p1=1}>> ",38679)
(38679,"<<{OBU}0 !DMIcmd{p1=80}>> ",24766)
(38668,"<<{OBU}0 ?ESpeed{p1=186}{OBU}0>> ",38680)
(38680,"<<{OBU}0 !EBcmd{p1=1}>> ",38681)
(38681,"<<{OBU}0 !DMIcmd{p1=80}>> ",24769)
(38668,"<<{OBU}0 ?ESpeed{p1=185}{OBU}0>> ",38682)
(38682,"<<{OBU}0 !EBcmd{p1=1}>> ",38683)
(38683,"<<{OBU}0 !DMIcmd{p1=80}>> ",24772)
(38668,"<<{OBU}0 ?ESpeed{p1=184}{OBU}0>> ",38684)
(38684,"<<{OBU}0 !EBcmd{p1=1}>> ",38685)
(38685,"<<{OBU}0 !DMIcmd{p1=80}>> ",24775)
(38668,"<<{OBU}0 ?ESpeed{p1=183}{OBU}0>> ",38686)
(38686,"<<{OBU}0 !EBcmd{p1=1}>> ",38687)
(38687,"<<{OBU}0 !DMIcmd{p1=80}>> ",24778)
(38668,"<<{OBU}0 ?ESpeed{p1=182}{OBU}0>> ",38688)
(38688,"<<{OBU}0 !EBcmd{p1=1}>> ",38689)
(38689,"<<{OBU}0 !DMIcmd{p1=80}>> ",24781)
(38668,"<<{OBU}0 ?ESpeed{p1=181}{OBU}0>> ",38690)
(38690,"<<{OBU}0 !EBcmd{p1=1}>> ",38691)
(38691,"<<{OBU}0 !DMIcmd{p1=80}>> ",24784)
(38668,"<<{OBU}0 ?ESpeed{p1=180}{OBU}0>> ",38692)
(38692,"<<{OBU}0 !EBcmd{p1=1}>> ",38693)
(38693,"<<{OBU}0 !DMIcmd{p1=80}>> ",24787)
(38668,"<<{OBU}0 ?ESpeed{p1=179}{OBU}0>> ",38694)
(38694,"<<{OBU}0 !EBcmd{p1=1}>> ",38695)
(38695,"<<{OBU}0 !DMIcmd{p1=80}>> ",24790)
(38668,"<<{OBU}0 ?ESpeed{p1=178}{OBU}0>> ",38696)
(38696,"<<{OBU}0 !EBcmd{p1=1}>> ",38697)
(38697,"<<{OBU}0 !DMIcmd{p1=80}>> ",24793)
(38668,"<<{OBU}0 ?ESpeed{p1=177}{OBU}0>> ",38698)
(38698,"<<{OBU}0 !EBcmd{p1=1}>> ",38699)
(38699,"<<{OBU}0 !DMIcmd{p1=80}>> ",24796)
(38668,"<<{OBU}0 ?ESpeed{p1=176}{OBU}0>> ",38700)
(38700,"<<{OBU}0 !EBcmd{p1=1}>> ",38701)
(38701,"<<{OBU}0 !DMIcmd{p1=80}>> ",24799)
(38668,"<<{OBU}0 ?ESpeed{p1=175}{OBU}0>> ",38702)
(38702,"<<{OBU}0 !EBcmd{p1=1}>> ",38703)
(38703,"<<{OBU}0 !DMIcmd{p1=80}>> ",24802)
(38668,"<<{OBU}0 ?ESpeed{p1=174}{OBU}0>> ",38704)
(38704,"<<{OBU}0 !EBcmd{p1=1}>> ",38705)
(38705,"<<{OBU}0 !DMIcmd{p1=80}>> ",24805)
(38668,"<<{OBU}0 ?ESpeed{p1=173}{OBU}0>> ",38706)
(38706,"<<{OBU}0 !EBcmd{p1=1}>> ",38707)
(38707,"<<{OBU}0 !DMIcmd{p1=80}>> ",24808)
(38668,"<<{OBU}0 ?ESpeed{p1=172}{OBU}0>> ",38708)
(38708,"<<{OBU}0 !EBcmd{p1=1}>> ",38709)
(38709,"<<{OBU}0 !DMIcmd{p1=80}>> ",24811)
(38668,"<<{OBU}0 ?ESpeed{p1=171}{OBU}0>> ",38710)
(38710,"<<{OBU}0 !EBcmd{p1=1}>> ",38711)
(38711,"<<{OBU}0 !DMIcmd{p1=80}>> ",24814)
(38668,"<<{OBU}0 ?ESpeed{p1=170}{OBU}0>> ",38712)
(38712,"<<{OBU}0 !EBcmd{p1=1}>> ",38713)
(38713,"<<{OBU}0 !DMIcmd{p1=80}>> ",24817)
(38668,"<<{OBU}0 ?ESpeed{p1=169}{OBU}0>> ",38714)
(38714,"<<{OBU}0 !EBcmd{p1=1}>> ",38715)
(38715,"<<{OBU}0 !DMIcmd{p1=80}>> ",24820)
(38668,"<<{OBU}0 ?ESpeed{p1=168}{OBU}0>> ",38716)
(38716,"<<{OBU}0 !EBcmd{p1=1}>> ",38717)
(38717,"<<{OBU}0 !DMIcmd{p1=80}>> ",24823)
(38668,"<<{OBU}0 ?ESpeed{p1=167}{OBU}0>> ",38718)
(38718,"<<{OBU}0 !EBcmd{p1=1}>> ",38719)
(38719,"<<{OBU}0 !DMIcmd{p1=80}>> ",24826)
(38668,"<<{OBU}0 ?ESpeed{p1=166}{OBU}0>> ",38720)
(38720,"<<{OBU}0 !EBcmd{p1=1}>> ",38721)
(38721,"<<{OBU}0 !DMIcmd{p1=80}>> ",24829)
(38668,"<<{OBU}0 ?ESpeed{p1=165}{OBU}0>> ",38722)
(38722,"<<{OBU}0 !EBcmd{p1=1}>> ",38723)
(38723,"<<{OBU}0 !DMIcmd{p1=80}>> ",24832)
(38668,"<<{OBU}0 ?ESpeed{p1=164}{OBU}0>> ",38724)
(38724,"<<{OBU}0 !EBcmd{p1=1}>> ",38725)
(38725,"<<{OBU}0 !DMIcmd{p1=80}>> ",24835)
(38668,"<<{OBU}0 ?ESpeed{p1=163}{OBU}0>> ",38726)
(38726,"<<{OBU}0 !EBcmd{p1=1}>> ",38727)
(38727,"<<{OBU}0 !DMIcmd{p1=80}>> ",24838)
(38668,"<<{OBU}0 ?ESpeed{p1=162}{OBU}0>> ",38728)
